time,TimerNodeTime,AltitudeSendTime,AltitudeRosSendTime,CurrentAltitude,CurrentAltitudeCentimeters,AltitudeReached,ServoCommanderSendTime,ServoCommanderRosSendTime,Joint1CommandPos,Joint1ActualPos,Joint2CommandPos,Joint2ActualPos,ServoJerkSendTime,ServoJerkRosSendTime,NumStrokes,JerkMessage,JerkRate,
7.40,6,16-21:56:47,1.73179e+09,32290.2,984206,0,starting,0,0,0,0,0,16-21:56:46,0,6,Still jerking it (and by it I mean servos): [ID-1],1,
7.60,6,16-21:56:47,1.73179e+09,32290.2,984206,0,starting,0,0,0,0,0,16-21:56:46,0,6,Still jerking it (and by it I mean servos): [ID-1],1,
7.80,6,16-21:56:47,1.73179e+09,32290.2,984206,0,starting,0,0,0,0,0,16-21:56:46,0,6,Still jerking it (and by it I mean servos): [ID-1],1,
8.00,7,16-21:56:47,1.73179e+09,32290.2,984206,0,starting,0,0,0,0,0,16-21:56:48,0,8,Still jerking it (and by it I mean servos): [ID-1],1,
8.20,7,16-21:56:48,1.73179e+09,32290.2,984206,0,starting,0,0,0,0,0,16-21:56:48,0,8,Still jerking it (and by it I mean servos): [ID-1],1,
8.40,7,16-21:56:48,1.73179e+09,32290.2,984206,0,starting,0,0,0,0,0,16-21:56:48,0,8,Still jerking it (and by it I mean servos): [ID-1],1,
8.60,7,16-21:56:48,1.73179e+09,32290.2,984206,0,starting,0,0,0,0,0,16-21:56:48,0,8,Still jerking it (and by it I mean servos): [ID-1],1,
8.80,7,16-21:56:48,1.73179e+09,32290.2,984206,0,starting,0,0,0,0,0,16-21:56:48,0,8,Still jerking it (and by it I mean servos): [ID-1],1,
9.00,8,16-21:56:48,1.73179e+09,32290.2,984206,0,starting,0,0,0,0,0,16-21:56:48,0,8,Still jerking it (and by it I mean servos): [ID-1],1,
9.20,8,16-21:56:49,1.73179e+09,32290.2,984206,0,starting,0,0,0,0,0,16-21:56:48,0,8,Still jerking it (and by it I mean servos): [ID-1],1,
9.40,8,16-21:56:49,1.73179e+09,32290.2,984206,0,starting,0,0,0,0,0,16-21:56:48,0,8,Still jerking it (and by it I mean servos): [ID-1],1,
9.60,8,16-21:56:49,1.73179e+09,32290.2,984206,0,starting,0,0,0,0,0,16-21:56:48,0,8,Still jerking it (and by it I mean servos): [ID-1],1,
9.80,8,16-21:56:49,1.73179e+09,32290.2,984206,0,starting,0,0,0,0,0,16-21:56:48,0,8,Still jerking it (and by it I mean servos): [ID-1],1,
10.00,9,16-21:56:49,1.73179e+09,32290.2,984206,0,starting,0,0,0,0,0,16-21:56:50,0,10,Still jerking it (and by it I mean servos): [ID-1],1,
10.20,9,16-21:56:50,1.73179e+09,32290.2,984206,0,starting,0,0,0,0,0,16-21:56:50,0,10,Still jerking it (and by it I mean servos): [ID-1],1,
10.40,9,16-21:56:50,1.73179e+09,32290.2,984206,0,starting,0,0,0,0,0,16-21:56:50,0,10,Still jerking it (and by it I mean servos): [ID-1],1,
10.60,9,16-21:56:50,1.73179e+09,32290.2,984206,0,starting,0,0,0,0,0,16-21:56:50,0,10,Still jerking it (and by it I mean servos): [ID-1],1,
10.80,9,16-21:56:50,1.73179e+09,32290.2,984206,0,starting,0,0,0,0,0,16-21:56:50,0,10,Still jerking it (and by it I mean servos): [ID-1],1,
11.00,10,16-21:56:50,1.73179e+09,32290.2,984206,0,16-21:56:51,1.73179e+09,14,44,14,33,16-21:56:50,0,10,Still jerking it (and by it I mean servos): [ID-1],1,
11.20,10,16-21:56:51,1.73179e+09,32290.2,984206,0,16-21:56:51,1.73179e+09,26,25,26,14,16-21:56:50,0,10,Still jerking it (and by it I mean servos): [ID-1],1,
11.40,10,16-21:56:51,1.73179e+09,32290.2,984206,0,16-21:56:51,1.73179e+09,44,42,44,34,16-21:56:50,0,10,Still jerking it (and by it I mean servos): [ID-1],1,
11.60,10,16-21:56:51,1.73179e+09,32290.2,984206,0,16-21:56:51,1.73179e+09,62,59,62,49,16-21:56:50,0,10,Still jerking it (and by it I mean servos): [ID-1],1,
11.80,10,16-21:56:51,1.73179e+09,32290.2,984206,0,16-21:56:52,1.73179e+09,80,77,80,70,16-21:56:50,0,10,Still jerking it (and by it I mean servos): [ID-1],1,
12.00,11,16-21:56:51,1.73179e+09,32290.2,984206,0,16-21:56:52,1.73179e+09,99,96,99,92,16-21:56:50,0,10,Still jerking it (and by it I mean servos): [ID-1],1,
12.20,11,16-21:56:52,1.73179e+09,32290.2,984206,0,16-21:56:52,1.73179e+09,109,107,109,102,16-21:56:50,0,10,Still jerking it (and by it I mean servos): [ID-1],1,
12.40,11,16-21:56:52,1.73179e+09,32290.2,984206,0,16-21:56:52,1.73179e+09,127,124,127,121,16-21:56:50,0,10,Still jerking it (and by it I mean servos): [ID-1],1,
12.60,11,16-21:56:52,1.73179e+09,32290.2,984206,0,16-21:56:52,1.73179e+09,146,142,146,140,16-21:56:50,0,10,Still jerking it (and by it I mean servos): [ID-1],1,
12.80,11,16-21:56:52,1.73179e+09,32290.2,984206,0,16-21:56:53,1.73179e+09,163,159,163,161,16-21:56:50,0,10,Still jerking it (and by it I mean servos): [ID-1],1,
13.00,12,16-21:56:52,1.73179e+09,32290.2,984206,0,16-21:56:53,1.73179e+09,178,176,178,175,16-21:56:50,0,10,Still jerking it (and by it I mean servos): [ID-1],1,
13.20,12,16-21:56:53,1.73179e+09,32290.2,984206,0,16-21:56:53,1.73179e+09,166,170,166,170,16-21:56:50,0,10,Still jerking it (and by it I mean servos): [ID-1],1,
13.40,12,16-21:56:53,1.73179e+09,32290.2,984206,0,16-21:56:53,1.73179e+09,148,155,148,151,16-21:56:50,0,10,Still jerking it (and by it I mean servos): [ID-1],1,
13.60,12,16-21:56:53,1.73179e+09,32290.2,984206,0,16-21:56:53,1.73179e+09,129,134,129,132,16-21:56:50,0,10,Still jerking it (and by it I mean servos): [ID-1],1,
13.80,12,16-21:56:53,1.73179e+09,32290.2,984206,0,16-21:56:54,1.73179e+09,112,117,112,116,16-21:56:50,0,10,Still jerking it (and by it I mean servos): [ID-1],1,
14.00,13,16-21:56:53,1.73179e+09,32290.2,984206,0,16-21:56:54,1.73179e+09,94,100,94,93,16-21:56:50,0,10,Still jerking it (and by it I mean servos): [ID-1],1,
