time,TimerNodeTime,AltitudeSendTime,AltitudeRosSendTime,CurrentAltitude,CurrentAltitudeCentimeters,AltitudeReached,ServoCommanderSendTime,ServoCommanderRosSendTime,Joint1CommandPos,Joint1ActualPos,Joint2CommandPos,Joint2ActualPosServoJerkSendTime,ServoJerkRosSendTime,NumStrokes,JerkMessage,JerkRate
0.09,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.19,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.29,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.39,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.49,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.59,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.69,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.79,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.89,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.99,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.09,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.19,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.29,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.39,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.49,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.59,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.69,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.79,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.89,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.99,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.11,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.21,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.29,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.39,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.51,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.61,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.69,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.80,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.89,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.99,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
3.14,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
3.19,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
3.30,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
3.39,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
3.50,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
3.60,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
3.69,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
3.79,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
3.89,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
4.29,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
4.39,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
4.49,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
4.59,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
4.69,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
4.79,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
4.90,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
4.99,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
5.11,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
5.19,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
5.29,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
